BusinessEntityID,NationalIDNumber,LoginID,OrganizationNode,OrganizationLevel,JobTitle,BirthDate,MaritalStatus,Gender,HireDate,SalariedFlag,VacationHours,SickLeaveHours,CurrentFlag,rowguid,ModifiedDate
264,858323870,adventure-works\stephanie0,0x8D60,2,Sales Representative,25.03.1984,S,F,04.02.2009,1,68,54,1,221CBB7B-8BAE-452B-A16F-A67EBB3873C8,2014-06-30 00:00:00.000
265,749389530,adventure-works\ashvini0,0x8D6B,3,Sales Representative,27.03.1977,S,M,04.12.2008,0,70,55,1,2E680C1C-7C02-4343-9626-6F97273414C0,2014-06-30 00:00:00.000
266,672243793,adventure-works\peter1,0x8D6D,3,Sales Representative,28.05.1980,S,M,23.02.2009,0,69,54,1,86601E6A-6955-40FC-BB4A-1053A843CE99,2014-06-30 00:00:00.000
267,58317344,adventure-works\karen1,0x8DA0,2,Sales Representative,19.05.1978,S,F,16.02.2009,1,74,57,1,45C3D0F5-3332-419D-AD40-A98996BB5531,2014-06-30 00:00:00.000
268,314747499,adventure-works\ramesh0,0x8DE0,2,Sales Representative,13.03.1988,S,M,03.02.2009,1,73,56,1,BE190269-4003-4D7F-809E-7B3FDC235DA8,2014-06-30 00:00:00.000
269,671089628,adventure-works\dan0,0x8E10,2,Sales Representative,26.05.1987,M,M,11.01.2009,1,72,56,1,71B0D010-5AC5-4E91-8EFA-C311C1372A73,2014-06-30 00:00:00.000
270,643805155,adventure-works\fran�ois0,0x8E30,2,Sales Representative,17.05.1975,S,M,17.01.2009,1,67,53,1,0C7F025D-8D56-48EF-86C0-F09DB63D0182,2014-06-30 00:00:00.000
271,929666391,adventure-works\dan1,0x8E50,2,Sales Representative,06.01.1976,M,M,22.01.2009,1,66,53,1,2474E1A9-902D-466C-B0B2-6DCAC927F753,2014-06-30 00:00:00.000
272,525932996,adventure-works\janaina0,0x8E70,2,Sales Representative,30.01.1985,M,F,23.12.2008,1,71,55,1,241535C7-7A31-4A6A-9E0D-A83C30C2EDDA,2014-06-30 00:00:00.000
273,112432117,adventure-works\brian3,0x94,1,Scheduling Assistant,06.06.1977,S,M,15.02.2011,1,10,25,1,F3EC557C-8B41-4EE6-BB0C-E3B93AFF81E5,2014-06-30 00:00:00.000
274,502097814,adventure-works\stephen0,0x9560,2,Scheduling Assistant,17.10.1951,M,M,04.01.2011,1,14,27,1,86D5FA9E-4BC0-48C8-91DC-1EC467418D11,2014-06-30 00:00:00.000
275,841560125,adventure-works\michael9,0x956B,3,Scheduling Assistant,25.12.1968,S,M,31.05.2011,1,38,39,1,E19F8DE2-0F40-418C-84A2-DB48B98DC6A2,2014-06-30 00:00:00.000
276,191644724,adventure-works\linda3,0x956D,3,Scheduling Assistant,27.02.1980,M,F,31.05.2011,1,27,33,1,4509F387-D73A-43DC-A502-B1C27AA1DC9E,2014-06-30 00:00:00.000
277,615389812,adventure-works\jillian0,0x956F,3,Senior Design Engineer,29.08.1962,S,F,31.05.2011,1,24,32,1,A011C97B-081C-4739-996F-C1CAC4532F8D,2014-06-30 00:00:00.000
278,234474252,adventure-works\garrett1,0x957080,3,Senior Tool Designer,04.02.1975,M,M,31.05.2011,1,33,36,1,50EECC16-0D0D-43A9-9649-016C06DE8D78,2014-06-30 00:00:00.000
279,716374314,adventure-works\tsvi0,0x957180,3,Senior Tool Designer,18.01.1974,M,M,31.05.2011,1,29,34,1,BB510FCE-0105-4306-B591-6450D9EBF401,2014-06-30 00:00:00.000
280,61161660,adventure-works\pamela0,0x957280,3,Shipping and Receiving Clerk,06.12.1974,S,F,31.05.2011,1,22,31,1,7627B9D6-0707-4706-9AD9-0D37506B08AE,2014-06-30 00:00:00.000
281,139397894,adventure-works\shu0,0x957380,3,Shipping and Receiving Clerk,09.03.1968,M,M,31.05.2011,1,26,33,1,4103C891-37E8-4DFC-AEAC-B55E2BC1BE1C,2014-06-30 00:00:00.000
282,399771412,adventure-works\jos�1,0x957440,3,Shipping and Receiving Supervisor,11.12.1963,M,M,31.05.2011,1,31,35,1,FD3992FB-3067-451D-A09D-73BD53C0FECA,2014-06-30 00:00:00.000
283,987554265,adventure-works\david8,0x9574C0,3,Stocker,11.02.1974,S,M,31.05.2011,1,23,31,1,1E8F9E91-508F-4D49-ACD2-775C836030ED,2014-06-30 00:00:00.000
284,90836195,adventure-works\tete0,0x957540,3,Stocker,05.01.1978,M,M,30.09.2012,1,39,39,1,0C67CE00-DE78-4712-908F-06939A2C58D5,2014-06-30 00:00:00.000
285,481044938,adventure-works\syed0,0x95A0,2,Stocker,11.01.1975,M,M,14.03.2013,1,20,30,1,86F292DB-B73C-429D-9912-800994D809FB,2014-06-30 00:00:00.000
286,758596752,adventure-works\lynn0,0x95AB,3,Tool Designer,14.02.1977,S,F,30.05.2013,1,36,38,1,4A9A8407-A680-4A6B-8D03-511CB58F9A8A,2014-06-30 00:00:00.000
287,982310417,adventure-works\amy0,0x95E0,2,Tool Designer,20.09.1957,M,F,16.04.2012,1,21,30,1,66D66445-EE78-4676-9E66-0E22D6109A92,2014-06-30 00:00:00.000
288,954276278,adventure-works\rachel0,0x95EB,3,Vice President of Engineering,09.07.1975,S,F,30.05.2013,1,35,37,1,B9BF7741-E0CA-4F37-ACDE-A4F78C6D03E9,2014-06-30 00:00:00.000
289,668991357,adventure-works\jae0,0x95ED,3,Vice President of Production,17.03.1968,M,F,30.05.2012,1,37,38,1,723A5921-D8A1-4659-9BC4-13C4CF7C9C91,2014-06-30 00:00:00.000
290,134219713,adventure-works\ranjit0,0x95EF,3,Vice President of Sales,30.09.1975,S,M,30.05.2012,1,34,37,1,604213F9-DD0F-43B4-BDD2-C96E93D3F4BF,2014-06-30 00:00:00.000
